RecipeID,TagID
534760,2
534760,3
534760,22
534760,4
534760,93
534760,44
534760,33
534760,122
534760,94
534760,190
534760,40
534760,41
534760,45
534760,54
534760,42
534722,80
534722,1
534722,2
534722,4
534722,47
534722,49
534722,34
534722,98
534722,100
534635,0
534635,1
534635,2
534635,4
534635,32
534635,33
534635,34
534635,35
534635,36
534616,2
534616,4
534616,10
534616,47
534616,51
534616,27
534616,13
534616,16
534616,191
534549,0
534549,1
534549,2
534549,4
534549,12
534549,34
534549,172
534549,108
534552,0
534552,1
534552,4
534552,10
534552,25
534552,27
534552,13
534552,16
534552,88
534558,1
534558,22
534558,4
534558,23
534558,180
534558,21
534509,0
534509,1
534509,2
534509,4
534509,44
534509,34
534509,98
534509,100
534504,140
534504,80
534504,1
534504,3
534504,4
534504,10
534504,122
534504,38
534504,54
534414,0
534414,1
534414,2
534414,4
534414,32
534414,109
534414,81
534414,34
534414,68
534414,36
534393,127
534393,1
534393,2
534393,3
534393,4
534393,29
534393,32
534393,58
534393,44
534393,33
534393,110
534393,48
534393,27
534393,34
534393,35
534393,83
534393,67
534393,68
534393,85
534393,36
534393,9
534393,115
534393,162
534393,20
534393,21
534356,0
534356,1
534356,4
534356,10
534356,32
534356,58
534356,13
534356,82
534356,34
534356,71
534356,35
534356,83
534356,67
534356,85
534356,36
534321,80
534321,1
534321,2
534321,4
534321,10
534321,12
534321,13
534321,16
534283,1
534283,2
534283,3
534283,4
534283,10
534283,33
534283,48
534283,13
534283,114
534283,34
534283,71
534283,161
534283,21
534264,1
534264,2
534264,4
534264,25
534264,12
534264,27
534264,21
534266,1
534266,2
534266,4
534266,12
534266,21
534270,80
534270,1
534270,2
534270,4
534270,11
534270,30
534270,31
534270,20
534196,0
534196,1
534196,2
534196,4
534196,25
534196,73
534196,52
534196,27
534196,34
534196,98
534196,100
534196,101
534173,0
534173,1
534173,2
534173,4
534173,43
534173,44
534173,145
534108,0
534108,1
534108,2
534108,3
534108,4
534108,33
534108,48
534108,161
534062,0
534062,1
534062,2
534062,3
534062,4
534062,44
534062,130
534062,166
534062,45
534062,170
534062,9
534062,54
534064,1
534064,3
534064,4
534064,122
534064,54
534064,21
534029,1
534029,2
534029,4
534029,188
534029,12
534029,15
534029,21
534000,1
534000,2
534000,3
534000,4
534000,156
534000,12
534000,116
534000,157
534000,192
534000,21
533995,0
533995,1
533995,2
533995,3
533995,4
533995,44
533995,122
533995,6
533995,48
533995,7
533995,9
533995,54
533995,193
533995,194
534001,0
534001,1
534001,2
534001,3
534001,4
534001,10
534001,11
534001,25
534001,12
534001,116
534001,27
534001,13
534001,149
534001,150
534001,20
533981,28
533981,1
533981,2
533981,4
533981,25
533981,30
533981,52
533981,27
533981,114
533981,34
533981,172
533981,108
533981,101
533951,0
533951,1
533951,4
533951,10
533951,13
533951,71
533949,1
533949,4
533949,10
533949,32
533949,13
533949,34
533949,71
533949,35
533949,36
533949,21
533950,10
533950,13
533950,71
533917,1
533917,4
533917,10
533917,32
533917,13
533917,34
533917,71
533917,36
533917,21
533918,0
533918,1
533918,4
533918,10
533918,11
533918,13
533918,71
533918,20
533923,0
533923,1
533923,2
533923,4
533923,10
533923,12
533923,87
533923,57
533923,18
533923,19
533923,42
533923,187
533923,195
533919,1
533919,4
533919,10
533919,13
533919,34
533919,71
533919,98
533919,100
533919,21
533896,0
533896,1
533896,2
533896,4
533896,10
533896,25
533896,156
533896,160
533896,51
533896,12
533896,27
533896,13
533896,16
533896,105
533903,0
533903,1
533903,2
533903,3
533903,4
533903,10
533903,73
533903,74
533903,13
533903,196
533903,75
533903,71
533907,1
533907,2
533907,3
533907,4
533907,10
533907,197
533907,33
533907,92
533907,48
533907,13
533907,34
533907,71
533907,21
533882,1
533882,2
533882,4
533882,12
533882,21
533865,1
533865,2
533865,22
533865,4
533865,10
533865,12
533865,23
533865,13
533865,180
533865,34
533865,16
533865,35
533865,36
533865,21
533867,1
533867,2
533867,3
533867,4
533867,10
533867,12
533867,13
533867,15
533867,185
533867,16
533867,21
533867,198
533869,1
533869,2
533869,4
533869,10
533869,58
533869,47
533869,51
533869,13
533869,34
533869,16
533869,105
533869,21
533868,0
533868,1
533868,3
533868,4
533868,29
533868,122
533868,54
533868,20
533821,80
533821,1
533821,2
533821,3
533821,4
533821,156
533821,12
533821,157
533821,185
533781,0
533781,1
533781,3
533781,22
533781,4
533781,6
533781,23
533781,180
533781,7
533781,34
533781,9
533781,46
533718,0
533718,1
533718,2
533718,4
533718,32
533718,58
533718,156
533718,51
533718,12
533718,199
533718,34
533718,84
533718,36
533699,80
533699,1
533699,2
533699,4
533699,44
533699,79
533649,0
533649,1
533649,2
533649,4
533649,73
533649,200
533649,34
533649,68
533649,36
533626,80
533626,1
533626,2
533626,4
533626,47
533626,51
533626,34
533626,98
533626,100
533590,1
533590,2
533590,4
533590,10
533590,32
533590,12
533590,59
533590,13
533590,15
533590,34
533590,62
533590,36
533583,80
533583,1
533583,3
533583,4
533583,63
533583,64
533583,54
533583,65
533571,1
533571,2
533571,4
533571,11
533571,73
533571,20
533571,21
533575,1
533575,4
533575,10
533575,38
533575,21
533528,1
533528,2
533528,4
533528,10
533528,156
533528,12
533528,52
533528,13
533528,157
533528,62
533528,21
533538,2
533538,58
533538,47
533538,34
533538,83
533538,84
533538,85
533538,191
533538,36
533434,1
533434,2
533434,4
533434,44
533434,21
533435,28
533435,1
533435,2
533435,4
533435,29
533435,5
533435,27
533435,8
533435,20
533432,0
533432,1
533432,2
533432,4
533432,66
533358,0
533358,1
533358,2
533358,4
533358,102
533358,27
533358,34
533281,127
533281,0
533281,1
533281,2
533281,3
533281,4
533281,25
533281,12
533281,110
533281,27
533281,185
533281,34
533281,99
533281,100
533281,9
533281,198
533272,28
533272,1
533272,2
533272,4
533272,29
533272,12
533272,20
533250,28
533250,1
533250,2
533250,22
533250,4
533250,32
533250,109
533250,5
533250,52
533250,201
533250,23
533250,202
533250,34
533250,35
533250,8
533250,67
533250,68
533250,36
533244,80
533244,1
533244,2
533244,22
533244,4
533244,93
533244,47
533244,51
533244,87
533244,203
533244,42
533244,195
533244,86
533192,80
533192,1
533192,2
533192,4
533192,51
533192,27
533192,34
533192,35
533192,68
533192,36
533192,20
533190,28
533190,1
533190,2
533190,4
533190,29
533190,51
533190,20
533188,28
533188,1
533188,2
533188,4
533188,51
533188,34
533188,35
533188,36
533191,28
533191,1
533191,2
533191,4
533191,51
533171,0
533171,1
533171,2
533171,22
533171,4
533171,93
533171,51
533171,94
533171,204
533171,205
533171,34
533171,98
533171,100
533168,28
533168,1
533168,2
533168,4
533168,32
533168,58
533168,51
533168,82
533168,34
533168,35
533168,83
533168,84
533168,67
533168,85
533168,36
533161,2
533161,51
533154,28
533154,1
533154,2
533154,4
533154,29
533154,12
533154,20
533150,2
533150,3
533150,4
533150,47
533150,27
533150,106
533150,34
533150,54
533134,1
533134,22
533134,4
533134,23
533134,34
533134,35
533134,206
533134,36
533134,21
533151,0
533151,1
533151,2
533151,22
533151,4
533151,33
533151,23
533151,24
533151,206
533127,1
533127,2
533127,4
533127,12
533127,27
533127,15
533127,101
533127,21
533130,28
533130,1
533130,2
533130,4
533130,29
533130,30
533130,27
533130,31
533130,20
533130,101
533124,28
533124,1
533124,2
533124,4
533124,30
533124,27
533124,101
533125,28
533125,1
533125,2
533125,4
533125,11
533125,32
533125,58
533125,30
533125,27
533125,82
533125,34
533125,83
533125,84
533125,85
533125,36
533125,20
533125,101
533120,0
533120,1
533120,2
533120,22
533120,4
533120,29
533120,58
533120,66
533120,77
533120,114
533120,34
533120,83
533120,85
533120,36
533120,20
533118,28
533118,1
533118,2
533118,4
533118,29
533118,25
533118,30
533118,27
533118,31
533118,20
533118,101
533072,0
533072,1
533072,4
533072,10
533072,29
533072,38
533072,20
533052,2
533052,3
533052,22
533052,4
533052,10
533052,93
533052,207
533052,44
533052,66
533052,110
533052,63
533052,94
533052,95
533052,96
533052,27
533052,64
533052,39
533052,104
533052,9
533052,208
533052,65
533052,18
533052,42
533052,101
533033,28
533033,1
533033,3
533033,4
533033,130
533033,9
533033,148
533035,1
533035,2
533035,4
533035,12
533035,21
533008,80
533008,1
533008,2
533008,4
533008,29
533008,102
533008,20
532997,3
532997,4
532997,48
532997,39
